# bpm	bsc	adv	ext	title	artist
200.0	5.0	8.0	10.4	voxel star arise	ああああ
200.0	5.0	8.0	10.5	Red Goose	Mutsuhiko Izumi
200.0	5.0	8.0	10.6	アガット	Bazole
200.0	5.0	8.0	10.7	ドーパミン	U1 overground
200.0	5.0	9.0	10.4	Go Beyond!!	Ryu☆ Vs. Sota
200.0	5.0	9.1	10.0	爆なな☆てすとロイヤー	ARM feat.ななひら
200.0	5.0	9.2	10.1	雪女	かねこちはる
200.0	5.0	9.3	10.7	[ ]DENTITY	BEMANI Sound Team "HuΣeR"
200.0	5.0	9.5	10.6	リリーゼと炎龍レーヴァテイン	黒猫ダンジョン
200.0	5.0	9.6	10.7	CHERNOBOG	漆黒のEBONY
200.0	6.0	8.0	10.3	Lachryma《Re:Queen’M》 (BEMANI SYMPHONY Arr.)	かねこちはる × Morrigan + gaQdan
200.0	6.0	9.5	10.8	Stand Alone Beat Masta	GUHROOVY
200.0	7.0	10.5	10.9	Crackpot Evangelist	BEMANI Sound Team "ZAQUVA"
200.0	8.0	10.4	10.9	Thanatøs	RoughSketch
201.0	4.0	8.0	10.1	Idola	iconoclasm feat.GUMI
201.0	7.0	9.2	10.6	世界の果てに約束の凱歌を -jubeat edition-	かめりあ
202.0	4.0	7.0	10.1	きらきらタイム☆	さわわ
202.0	4.0	8.0	10.2	crêpe suzette	kamome sano
202.0	5.0	9.2	10.6	24/7 Popperz	Power Of Nature
204.0	2.0	5.0	8.0	スイーツはとまらない♪	日向美ビタースイーツ♪
204.0	2.0	6.0	8.0	東京テディベア	Neru
204.0	3.0	6.0	7.0	SPEED KING	Rip Slyme
204.0	4.0	7.0	9.3	星宿る空の下で	Akhuta
204.0	4.0	7.0	9.5	枝に結ぶ願い [ 2 ]	Akhuta
204.0	4.0	8.0	9.6	枝に結ぶ願い	Akhuta
205.0	3.0	5.0	9.0	マトリョシカ	ハチ
205.0	3.0	6.0	9.0	ViViD	May'n
205.0	3.0	8.0	9.1	10,000,000,000	TAG feat. 96
205.0	4.0	7.0	9.3	ちくわパフェだよ☆CKP	日向美ビタースイーツ♪
205.0	4.0	7.0	9.5	R.P.G.～Rockin' Playing Game	SuG
205.0	4.0	8.0	10.5	Lisa-RICCIA	DJ YOSHITAKA
205.0	5.0	7.0	10.4	Daily Lunch Special [ 2 ]	Lucky Vacuum
205.0	5.0	8.0	10.3	Daily Lunch Special	Lucky Vacuum
205.0	5.0	8.0	10.4	ちくわパフェだよ☆ＣＫＰ (Yvya Remix)	Remixed by BEMANI Sound Team "Yvya"
206.0	3.0	7.0	9.1	水槽のクジラ	テヅカ feat. 大西あみみ
206.0	3.0	7.0	9.8	タンポポ	豚乙女
206.0	4.0	6.0	9.5	フラッター現象の顛末と単一指向性の感情論	日向美ビタースイーツ♪
207.0	4.0	7.0	9.0	レゾンデートル、前線より	中島由貴
208.0	2.0	5.0	8.0	ドリームキャッチャー	アイくるガールズ
208.0	4.0	7.0	8.0	FRIENDSHIP	PON
208.0	5.0	9.1	10.2	バンブーソード・ガール	cosMo@暴走P
208.0	7.0	10.2	10.9	XENOViA	BlackY
209.0	2.0	6.0	8.0	a burning bullet	LAST ALLIANCE
210.0	2.0	5.0	8.0	Dong! Dong!	Star☆T
210.0	2.0	7.0	9.2	ゴーストルール	DECO*27
210.0	2.0	7.0	9.6	されど奇術師は賽を振る	嘘とカメレオン
210.0	3.0	5.0	9.0	双星ルミネセンス	一舞 ＆ 夏陽
210.0	3.0	6.0	9.0	hammer ska	10-FEET
210.0	3.0	6.0	9.6	DRAGON KILLER	96 vs. Mutsuhiko Izumi
210.0	3.0	6.0	10.4	Against the vulgar aggressor	GUHROOVY
210.0	4.0	6.0	8.0	イブの時代っ！	日向美ビタースイーツ♪
210.0	4.0	7.0	8.0	Rush!!	kors k feat. 吉河順央
210.0	4.0	7.0	9.1	乙女繚乱 舞い咲き誇れ	日向美ビタースイーツ♪
210.0	4.0	7.0	9.3	超人ひじりのエアマッソー	IOSYS feat. ビートまりお
210.0	4.0	7.0	9.5	少年リップルズ	常盤ゆう
210.0	4.0	8.0	10.3	Don't believe the hype	DJ Mass Mad Izm* feat.H14(LEONAIR)
210.0	6.0	8.0	10.7	Insanity	BEMANI Sound Team "SYUNN & Yvya"
210.0	6.0	9.2	10.6	Prey	BEMANI Sound Team "Dustup"
212.0	3.0	6.0	7.0	猫がニャ～て、犬がワンッ!	neco眠る with 二階堂和美
212.0	4.0	8.0	10.2	Plan 8	Ryu☆
212.0	5.0	8.0	10.6	Elemental Creation	dj TAKA meets DJ YOSHITAKA
212.0	6.0	9.6	10.6	VOLAQUAS -GITADO ROCK ver.-	BEMANI Sound Team "DJ TOTTO VS 兎々"
212.0	7.0	9.7	10.6	VOLAQUAS	BEMANI Sound Team "DJ TOTTO VS 兎?"
214.0	3.0	5.0	7.0	LANA - セカイノハズレ -	TOMOSUKE×Jazzin'park
214.0	3.0	8.0	10.0	僕らの時間	テヅカ feat. 大西あみみ
214.0	5.0	7.0	10.4	スノーホワイト	RoughSketch
215.0	3.0	5.0	8.0	最終回STORY	MY FIRST STORY
216.0	4.0	7.0	9.6	虹の先に何があるか	あさき
216.0	6.0	9.2	10.4	Triple Counter	DJ YOSHITAKA meets dj TAKA
217.0	3.0	6.0	8.0	My HERO	04 Limited Sazabys
217.0	3.0	7.0	9.1	デンノウス・キルズ	cosMo＠暴走P feat.初音ミク
217.0	4.0	7.0	10.6	ゆめのかなたで	かめりあ
220.0	2.0	7.0	8.0	以心伝心	Little Blue boX
220.0	3.0	5.0	8.0	Ψです I LIKE YOU	でんぱ組.inc
220.0	3.0	5.0	9.5	Thank You Merry Christmas	VENUS
220.0	3.0	6.0	8.0	Morning Glory	(K)NoW_NAME
220.0	4.0	6.0	8.0	Ready Go!!	荒牧陽子
220.0	4.0	7.0	9.0	シープドリーミン	テヅカ feat. 大西あみみ
220.0	4.0	8.0	10.4	Devil’s Rule	BEMANI Sound Team "Yvya"
220.0	4.0	8.0	10.6	Crack Traxxxx	Lite Show Magic (t+pazolite vs C-Show)
220.0	5.0	7.0	10.3	最小三倍完全数	DJ TECHNORCH
220.0	5.0	8.0	10.6	One More Reason	GUHROOVY
220.0	5.0	9.4	10.5	Gray Heaven	かめりあ
222.0	4.0	8.0	10.4	White Stream	BEMANI Sound Team "ZAQUVA"
222.0	5.0	9.6	10.6	きたさいたま2000	LindaAI-CUE（BNGI）「太鼓の達人」より
224.0	6.0	9.2	10.7	THE LAST OF FIREFACE	大和
225.0	2.0	5.0	9.0	放課後ストライド	Last Note.
225.0	4.0	7.0	10.3	voltississimo	BEMANI Sound Team "PHQUASE"
225.0	7.0	9.5	10.8	I	黒魔
226.0	5.0	8.0	10.3	Ice Candy Coaster	irucaice / いるかアイス
228.0	4.0	8.0	10.0	嘘憑きとサルヴァドール	小南泰葉
228.0	9.4	9.6	10.3	Diastrophism	かめりあ
230.0	3.0	6.0	8.0	グローランプ	banbi
230.0	3.0	7.0	8.0	Determination	柊木りお
230.0	4.0	6.0	8.0	HEART BEAT FORMULA	TAG
230.0	4.0	6.0	9.5	8 -eight-	Tom-H@ck feat.Nadia
230.0	4.0	8.0	9.6	炎のDiargos	Mutsuhiko Izumi
230.0	5.0	7.0	9.4	晴天Bon Voyage	TOMOSUKE × seiya-murai feat. ALT
230.0	5.0	9.7	10.5	Nature (jubeat version)	Mutsuhiko Izumi
230.0	7.0	9.7	10.9	RAISE YOUR HEADS UP	GUHROOVY
232.0	4.0	6.0	9.6	Afterimage d'automne	BEMANI Sound Team "猫叉劇団"
237.0	5.0	8.0	10.2	VERTeX	Hiro「maimai」より
238.0	2.0	5.0	8.0	this storyends	winnie
240.0	4.0	8.0	10.0	MEGALOVANIA	Toby Fox
240.0	6.0	8.0	9.8	KINGWORLD	白上フブキ
240.0	7.0	9.5	10.7	灰の羽搏	かめりあ feat. かめりあ
244.0	5.0	8.0	10.2	€omet popcorn	pan
246.0	5.0	9.5	10.3	Ignis Danse	Yuji Masubuchi「太鼓の達人」より
250.0	2.0	7.0	9.0	X-Plan	Tom-H@ck feat.Nadia
250.0	4.0	8.0	9.5	GO! GO! MANIAC	放課後ティータイム
250.0	5.0	6.0	9.7	Jailbreak	Kozo Nakamura
252.0	4.0	5.0	8.0	ドーナツホール	ハチ
255.0	3.0	8.0	9.7	STATIC	164 feat.GUMI
256.0	4.0	6.0	9.7	Plum	肥塚良彦
256.0	4.0	8.0	9.4	恋はどう？モロ◎波動OK☆方程式!! ～めう edition～	日向美ビタースイーツ♪
256.0	5.0	9.5	10.5	Garakuta Doll Play	t+pazolite 「maimai」より
260.0	3.0	5.0	9.0	HEKIREKI	LAST ALLIANCE
260.0	4.0	8.0	9.4	Rock The Club	Expander
265.0	5.0	6.0	10.5	DOUBLE IMPACT	DOUBLE IMPACT
266.0	5.0	7.0	10.6	Got more raves？	E.G.G.「グルーヴコースター」より
268.0	4.0	7.0	9.7	Jetcoaster Windy	BEMANI Sound Team "dj TAKA" feat.のの
270.0	4.0	8.0	10.6	Never Look Back in Sorrow [ 2 ]	AIKO OI
270.0	5.0	8.0	10.5	Never Look Back in Sorrow	AIKO OI
276.0	3.0	7.0	9.2	LIKE A VAMPIRE	koyomi,星野奏子 by BEMANI Sound Team "TAKA"
277.0	3.0	8.0	9.2	HYDRA	96
280.0	3.0	7.0	10.3	COSMIC SYMPHONY	OSTER project
280.0	3.0	8.0	9.8	ギザバ怪文書	cosMo@暴走P
280.0	5.0	7.0	10.5	量子の海のリントヴルム	黒猫ダンジョン
298.0	7.0	9.5	10.7	Hopeful Frontier!!!	cosMo＠暴走P
300.0	3.0	7.0	8.0	eyes	小野秀幸
334.0	6.0	8.0	10.5	Rampage☆Rag	かめりあ
